#An estimate of relative contributions of transcriptional and translational regulation by absolute protein expression profiling													
#Peng Lu, Christine Vogel, Rong Wang, Xin Yao, Edward M. Marcotte													
#Supplemental Dataset S1.  APEX yeast protein abundances for rich and minimal media, with comparisons to other datasets													
#													
#Other protein and mRNA datasets are from the following sources:													
#Name	Type	Reference 											
#SAGE	mRNA	Velculescu, Cell 1997											
#HDA	mRNA	Holstege, Cell 1998											
#Wang	mRNA	Wang, PNAS 2002											
#GFP-YPD	protein	Newman, Nature 2006											
#& GFP-YMD													
#Western	protein	Ghaemmaghami, Nature 2003											
#2Dgel	protein	Futcher, Mol Cell Biol 1999											
#													
#Annotation and APEX normalization terms								YPD			YMD		
#YORF	Name	NCBI gi	NCBI gi2	SGD ID	ORF status	# potential tryptic peptides with up to 2 missed cleavages, <7.5 KDa, >3 aa long	O_i (Integrated probability of peptide observations)	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX	n_i (# observed peptides)	p_i (probability of correct protein identification)	APEX
orf	name	ncbi.gi	ncbi.gi2	sgd	orf.status	num.tryptic.peptides	o.i	n.i.ypd	p.i.ypd	apex.ypd	n.i.ymd	p.i.ymd	apex.ymd
YNL025C	SSN8	6324303	NA	S000004970	ORF|Verified	81	20.03	NA	NA	NA	NA	NA	NA
YNL026W	YNL026W	6324302	NA	S000004971	ORF|Verified	139	39.8	NA	NA	NA	NA	NA	NA
YNL027W	CRZ1	6324301	NA	S000004972	ORF|Verified	175	40.09	NA	NA	NA	NA	NA	NA
YNL028W	YNL028W	6324299	NA	S000004973	ORF|Dubious	42	11.77	NA	NA	NA	NA	NA	NA
YNL029C	KTR5	6324300	NA	S000004974	ORF|Verified	156	36.58	1	0.23	585	1	0.21	471
YNL030W	HHF2	6324298	NA	S000004975	ORF|Verified	61	17.5	NA	NA	NA	NA	NA	NA
YNL031C	HHT2	6324297	NA	S000004976	ORF|Verified	82	20.95	NA	NA	NA	NA	NA	NA
YNL032W	SIW14	6324296	NA	S000004977	ORF|Verified	98	33.13	NA	NA	NA	NA	NA	NA
YNL033W	YNL033W	6324295	NA	S000004978	ORF|Uncharacterized	54	13.8	NA	NA	NA	NA	NA	NA
YNL034W	YNL034W	6324294	NA	S000004979	ORF|Uncharacterized	146	30.67	NA	NA	NA	NA	NA	NA
YNL035C	YNL035C	6324293	NA	S000004980	ORF|Uncharacterized	109	26.26	NA	NA	NA	NA	NA	NA
YNL036W	NCE103	6324292	NA	S000004981	ORF|Verified	52	9.6	NA	NA	NA	NA	NA	NA
YNL037C	IDH1	6324291	NA	S000004982	ORF|Verified	115	28.11	1	0.55	1819	6	1	17502
YNL038W	GPI15	6324290	NA	S000004983	ORF|Verified	79	18.27	NA	NA	NA	NA	NA	NA
YNL039W	BDP1	6324289	NA	S000004984	ORF|Verified	238	54.79	2	0.29	984	NA	NA	NA
YNL040W	YNL040W	6324288	NA	S000004985	ORF|Uncharacterized	147	35.94	NA	NA	NA	NA	NA	NA
YNL041C	COD2	6324287	NA	S000004986	ORF|Verified	273	64.16	NA	NA	NA	1	0.32	409
YNL042W	BOP3	6324286	NA	S000004987	ORF|Verified	123	33.6	NA	NA	NA	NA	NA	NA
YNL043C	YNL043C	6324285	NA	S000004988	ORF|Dubious	24	4.1	NA	NA	NA	NA	NA	NA
YNL044W	YIP3	6681850	NA	S000004989	ORF|Verified	31	7.18	NA	NA	NA	NA	NA	NA
YNL045W	YNL045W	6324283	NA	S000004990	ORF|Verified	192	59.59	2	0.95	2965	2	0.97	2669
YNL046W	YNL046W	6324282	NA	S000004991	ORF|Uncharacterized	56	11.38	NA	NA	NA	NA	NA	NA
YNL047C	YNL047C	6324281	NA	S000004992	ORF|Verified	208	57.15	2	0.84	2733	3	0.69	2970
YNL048W	ALG11	6324280	NA	S000004993	ORF|Verified	191	46.34	NA	NA	NA	NA	NA	NA
YNL049C	SFB2	6324279	NA	S000004994	ORF|Verified	210	55.56	NA	NA	NA	NA	NA	NA
YNL050C	YNL050C	6324278	NA	S000004995	ORF|Uncharacterized	123	35.62	NA	NA	NA	NA	NA	NA
YNL051W	COD4	6324277	NA	S000004996	ORF|Verified	128	27.19	NA	NA	NA	NA	NA	NA
YNL052W	COX5A	6324276	NA	S000004997	ORF|Verified	52	7.4	NA	NA	NA	NA	NA	NA
YNL053W	MSG5	6324275	NA	S000004998	ORF|Verified	133	39.12	2	0.38	1806	NA	NA	NA
YNL054W	VAC7	6324274	NA	S000004999	ORF|Verified	245	57.46	NA	NA	NA	NA	NA	NA
YNL054W-A	YNL054W-A	7839195	NA	S000007384	transposable_element_gene	92	16.63	NA	NA	NA	NA	NA	NA
YNL055C	POR1	6324273	NA	S000005000	ORF|Verified	66	23.37	NA	NA	NA	NA	NA	NA
YNL056W	YNL056W	6324272	NA	S000005001	ORF|Uncharacterized	55	18.59	NA	NA	NA	NA	NA	NA
YNL057W	YNL057W	6324270	NA	S000005002	ORF|Dubious	21	3.12	NA	NA	NA	NA	NA	NA
YNL058C	YNL058C	6324271	NA	S000005003	ORF|Uncharacterized	73	18.71	NA	NA	NA	NA	NA	NA
YNL059C	ARP5	6324269	NA	S000005004	ORF|Verified	264	55.77	3	0.7	3501	NA	NA	NA
YNL061W	NOP2	6324268	NA	S000005005	ORF|Verified	211	58.43	NA	NA	NA	NA	NA	NA
YNL062C	GCD10	6324267	NA	S000005006	ORF|Verified	157	33.08	NA	NA	NA	NA	NA	NA
YNL063W	YNL063W	6324266	NA	S000005007	ORF|Uncharacterized	116	29.65	NA	NA	NA	NA	NA	NA
YNL064C	YDJ1	6324265	NA	S000005008	ORF|Verified	157	34.72	16	1	42847	4	0.93	8785
YNL065W	AQR1	6324264	NA	S000005009	ORF|Verified	138	37.53	NA	NA	NA	3	0.75	4916
YNL066W	SUN4	6324263	NA	S000005010	ORF|Verified	37	10.21	NA	NA	NA	NA	NA	NA
YNL067W	RPL9B	6324262	NA	S000005011	ORF|Verified	83	23.2	NA	NA	NA	NA	NA	NA
YNL067W-A	YNL067W-A	13129185	NA	S000007623	ORF|Dubious	13	5.5	NA	NA	NA	NA	NA	NA
YNL068C	FKH2	6324261	NA	S000005012	ORF|Verified	213	64.04	NA	NA	NA	NA	NA	NA
YNL069C	RPL16B	6324260	NA	S000005013	ORF|Verified	106	28.25	38	1	125067	36	1	104490
YNL070W	TOM7	6324259	NA	S000005014	ORF|Verified	8	1.3	NA	NA	NA	NA	NA	NA
YNL071W	LAT1	6324258	NA	S000005015	ORF|Verified	154	43.11	NA	NA	NA	NA	NA	NA
YNL072W	RNH35	6324257	NA	S000005016	ORF|Verified	100	17.03	NA	NA	NA	NA	NA	NA
YNL073W	MSK1	6324256	NA	S000005017	ORF|Verified	204	44.7	NA	NA	NA	NA	NA	NA
YNL074C	MLF3	6324255	NA	S000005018	ORF|Verified	90	22.39	NA	NA	NA	NA	NA	NA
YNL075W	IMP4	6324254	NA	S000005019	ORF|Verified	121	30.92	NA	NA	NA	NA	NA	NA
YNL076W	MKS1	6324253	NA	S000005020	ORF|Verified	197	49.86	NA	NA	NA	1	0.41	674
YNL077W	YNL077W	6324252	NA	S000005021	ORF|Verified	161	35.46	2	0.37	1940	NA	NA	NA
YNL078W	NIS1	6324251	NA	S000005022	ORF|Verified	127	27.61	NA	NA	NA	NA	NA	NA
YNL079C	TPM1	6324250	NA	S000005023	ORF|Verified	89	26.5	5	0.99	17367	6	1	18565
YNL080C	YNL080C	6324249	NA	S000005024	ORF|Uncharacterized	87	21.62	NA	NA	NA	NA	NA	NA
YNL081C	YNL081C	6324248	NA	S000005025	ORF|Uncharacterized	66	17.47	NA	NA	NA	NA	NA	NA
YNL082W	PMS1	6324247	NA	S000005026	ORF|Verified	314	71.71	NA	NA	NA	NA	NA	NA
YNL083W	YNL083W	6324246	NA	S000005027	ORF|Verified	192	40.93	NA	NA	NA	NA	NA	NA
YNL084C	END3	6324245	NA	S000005028	ORF|Verified	119	31.98	NA	NA	NA	NA	NA	NA
YNL085W	MKT1	6324244	NA	S000005029	ORF|Verified	217	53.16	NA	NA	NA	NA	NA	NA
YNL086W	YNL086W	6324243	NA	S000005030	ORF|Uncharacterized	30	5.57	NA	NA	NA	NA	NA	NA
YNL087W	YNL087W	6324242	NA	S000005031	ORF|Verified	407	103.2	5	0.97	4370	NA	NA	NA
YNL088W	TOP2	6324241	NA	S000005032	ORF|Verified	553	127.82	NA	NA	NA	NA	NA	NA
YNL089C	YNL089C	6324240	NA	S000005033	ORF|Dubious	33	4.5	NA	NA	NA	NA	NA	NA
YNL090W	RHO2	6324239	NA	S000005034	ORF|Verified	65	15.87	NA	NA	NA	3	0.49	7595
YNL091W	NST1	6324238	NA	S000005035	ORF|Verified	356	69.29	5	0.64	4294	4	0.76	3597
YNL092W	YNL092W	6324237	NA	S000005036	ORF|Uncharacterized	102	23.83	NA	NA	NA	NA	NA	NA
YNL093W	YPT53	6324236	NA	S000005037	ORF|Verified	74	23.81	1	0.39	1523	NA	NA	NA
YNL094W	APP1	6324235	NA	S000005038	ORF|Uncharacterized	155	42.66	NA	NA	NA	NA	NA	NA
YNL095C	YNL095C	6324234	NA	S000005039	ORF|Uncharacterized	132	40.43	4	0.55	5059	NA	NA	NA
YNL096C	RPS7B	6324233	NA	S000005040	ORF|Verified	84	25.52	17	1	61936	22	1	70686
YNL097C	PHO23	6324232	NA	S000005041	ORF|Verified	108	29.22	1	0.24	764	NA	NA	NA
YNL098C	RAS2	6324231	NA	S000005042	ORF|Verified	101	30.6	NA	NA	NA	NA	NA	NA
YNL099C	OCA1	6324230	NA	S000005043	ORF|Verified	54	12.02	NA	NA	NA	NA	NA	NA
YNL100W	YNL100W	6324229	NA	S000005044	ORF|Uncharacterized	86	18.6	NA	NA	NA	1	0.65	2865
YNL101W	YNL101W	6324228	NA	S000005045	ORF|Verified	174	43.59	NA	NA	NA	NA	NA	NA
YNL102W	POL1	6324227	NA	S000005046	ORF|Verified	496	133.67	1	0.21	146	NA	NA	NA
YNL103W	MET4	6324226	NA	S000005047	ORF|Verified	156	38.73	NA	NA	NA	NA	NA	NA
YNL104C	LEU4	6324225	NA	S000005048	ORF|Verified	193	50.36	NA	NA	NA	NA	NA	NA
YNL105W	YNL105W	6324223	NA	S000005049	ORF|Dubious	16	5.5	NA	NA	NA	NA	NA	NA
YNL106C	INP52	6324224	NA	S000005050	ORF|Verified	389	106.72	NA	NA	NA	2	0.49	753
YNL107W	YAF9	6324222	NA	S000005051	ORF|Verified	66	18.55	NA	NA	NA	NA	NA	NA
YNL108C	YNL108C	6324221	NA	S000005052	ORF|Uncharacterized	82	15.73	NA	NA	NA	NA	NA	NA
YNL109W	YNL109W	6324220	NA	S000005053	ORF|Dubious	35	7.89	NA	NA	NA	1	0.23	2390
YNL110C	NOP15	6324219	NA	S000005054	ORF|Verified	115	28.42	NA	NA	NA	NA	NA	NA
YNL111C	CYB5	6324218	NA	S000005055	ORF|Verified	27	4.73	NA	NA	NA	NA	NA	NA
YNL112W	DBP2	6324217	NA	S000005056	ORF|Verified	196	47.4	11	1	21577	NA	NA	NA
YNL113W	RPC19	6324215	NA	S000005057	ORF|Verified	37	8.4	NA	NA	NA	NA	NA	NA
YNL114C	YNL114C	6324216	NA	S000005058	ORF|Dubious	27	4.62	NA	NA	NA	NA	NA	NA
YNL115C	YNL115C	6324214	NA	S000005059	ORF|Uncharacterized	183	49.54	NA	NA	NA	3	0.42	2085
YNL116W	YNL116W	6324213	NA	S000005060	ORF|Verified	128	34.56	NA	NA	NA	NA	NA	NA
YNL117W	MLS1	6324212	NA	S000005061	ORF|Verified	163	45.95	NA	NA	NA	NA	NA	NA
YNL118C	DCP2	6324211	NA	S000005062	ORF|Verified	268	78.28	NA	NA	NA	NA	NA	NA
YNL119W	YNL119W	6324209	NA	S000005063	ORF|Uncharacterized	151	38.2	1	0.27	657	NA	NA	NA
YNL120C	YNL120C	6324210	NA	S000005064	ORF|Dubious	39	9.14	NA	NA	NA	NA	NA	NA
YNL121C	TOM70	6324208	NA	S000005065	ORF|Verified	230	62.98	NA	NA	NA	NA	NA	NA
YNL122C	YNL122C	6324207	NA	S000005066	ORF|Uncharacterized	64	18.68	NA	NA	NA	NA	NA	NA
YNL123W	YNL123W	6324206	NA	S000005067	ORF|Uncharacterized	274	75.48	NA	NA	NA	1	0.28	304
YNL124W	NAF1	6324205	NA	S000005068	ORF|Verified	109	24.07	NA	NA	NA	NA	NA	NA
YNL125C	ESBP6	6324204	NA	S000005069	ORF|Verified	147	34.57	2	0.87	4680	1	0.35	830
YNL126W	SPC98	6324203	NA	S000005070	ORF|Verified	251	68.19	NA	NA	NA	1	0.23	277
YNL127W	YNL127W	6324202	NA	S000005071	ORF|Verified	313	88.15	1	0.29	306	NA	NA	NA
YNL128W	TEP1	6324201	NA	S000005072	ORF|Verified	145	36.5	NA	NA	NA	NA	NA	NA
YNL129W	YNL129W	6324200	NA	S000005073	ORF|Verified	90	23.74	NA	NA	NA	NA	NA	NA
YNL130C	CPT1	6324199	NA	S000005074	ORF|Verified	39	10.27	NA	NA	NA	NA	NA	NA
YNL131W	TOM22	6324198	NA	S000005075	ORF|Verified	32	6.97	NA	NA	NA	NA	NA	NA
YNL132W	KRE33	6324197	NA	S000005076	ORF|Verified	371	73.58	NA	NA	NA	NA	NA	NA
YNL133C	FYV6	6324196	NA	S000005077	ORF|Verified	99	23.62	NA	NA	NA	NA	NA	NA
YNL134C	YNL134C	6324195	NA	S000005078	ORF|Uncharacterized	113	29.8	NA	NA	NA	6	1	16509
YNL135C	FPR1	6324194	NA	S000005079	ORF|Verified	31	13.02	6	0.76	32564	7	0.3	13225
YNL136W	YNL136W	6324193	NA	S000005080	ORF|Verified	195	52.99	NA	NA	NA	NA	NA	NA
YNL137C	NAM9	6324192	NA	S000005081	ORF|Verified	211	51.46	NA	NA	NA	NA	NA	NA
YNL138W	SRV2	6324191	NA	S000005082	ORF|Verified	149	36.67	NA	NA	NA	3	0.9	6037
YNL139C	RLR1	6324190	NA	S000005083	ORF|Verified	531	149.35	3	0.81	1513	3	0.87	1433
YNL140C	YNL140C	6324189	NA	S000005084	ORF|Dubious	91	21.41	NA	NA	NA	NA	NA	NA
YNL141W	AAH1	6324188	NA	S000005085	ORF|Verified	103	27.23	NA	NA	NA	NA	NA	NA
YNL142W	MEP2	6324187	NA	S000005086	ORF|Verified	66	15.47	NA	NA	NA	NA	NA	NA
YNL143C	YNL143C	6324186	NA	S000005087	ORF|Dubious	48	13.32	NA	NA	NA	NA	NA	NA
YNL144C	YNL144C	6324185	NA	S000005088	ORF|Uncharacterized	232	50.4	NA	NA	NA	NA	NA	NA
YNL145W	MFA2	6324184	NA	S000005089	ORF|Verified	13	2.87	NA	NA	NA	NA	NA	NA
YNL146W	YNL146W	6324183	NA	S000005090	ORF|Uncharacterized	27	5.45	NA	NA	NA	NA	NA	NA
YNL147W	LSM7	6324182	NA	S000005091	ORF|Verified	40	10.92	NA	NA	NA	NA	NA	NA
YNL148C	ALF1	6324181	NA	S000005092	ORF|Verified	81	21.33	NA	NA	NA	NA	NA	NA
YNL149C	YNL149C	6324180	NA	S000005093	ORF|Uncharacterized	56	10.86	NA	NA	NA	NA	NA	NA
YNL150W	YNL150W	6324179	NA	S000005094	ORF|Dubious	33	10.7	NA	NA	NA	NA	NA	NA
YNL151C	RPC31	6324178	NA	S000005095	ORF|Verified	67	15.73	NA	NA	NA	NA	NA	NA
YNL152W	YNL152W	6324177	NA	S000005096	ORF|Uncharacterized	126	28.68	NA	NA	NA	NA	NA	NA
YNL153C	GIM3	6324176	NA	S000005097	ORF|Verified	52	14.42	NA	NA	NA	NA	NA	NA
YNL154C	YCK2	6324175	NA	S000005098	ORF|Verified	166	38.71	NA	NA	NA	1	0.2	424
YNL155W	YNL155W	6324174	NA	S000005099	ORF|Uncharacterized	125	32.99	NA	NA	NA	1	0.66	1640
YNL156C	YNL156C	6324173	NA	S000005100	ORF|Uncharacterized	60	7.01	NA	NA	NA	NA	NA	NA
YNL157W	YNL157W	6324172	NA	S000005101	ORF|Uncharacterized	49	10.83	NA	NA	NA	NA	NA	NA
YNL158W	YNL158W	6324171	NA	S000005102	ORF|Verified	34	13.75	NA	NA	NA	NA	NA	NA
YNL159C	ASI2	6324170	NA	S000005103	ORF|Verified	85	23.49	NA	NA	NA	NA	NA	NA
YNL160W	YGP1	6324169	NA	S000005104	ORF|Verified	47	11.95	NA	NA	NA	NA	NA	NA
YNL161W	CBK1	6324168	NA	S000005105	ORF|Verified	185	48.09	1	0.37	715	NA	NA	NA
YNL162W	RPL42A	6681849	NA	S000005106	ORF|Verified	73	21.9	NA	NA	NA	NA	NA	NA
YNL162W-A	YNL162W-A	13129184	NA	S000007624	ORF|Uncharacterized	21	8.02	NA	NA	NA	NA	NA	NA
YNL163C	RIA1	6324166	NA	S000005107	ORF|Verified	324	82.63	NA	NA	NA	NA	NA	NA
YNL164C	IBD2	6324165	NA	S000005108	ORF|Verified	103	20.46	NA	NA	NA	NA	NA	NA
YNL165W	YNL165W	6324164	NA	S000005109	ORF|Uncharacterized	107	27.49	2	0.45	3044	NA	NA	NA
YNL166C	BNI5	6324163	NA	S000005110	ORF|Verified	144	40.58	NA	NA	NA	NA	NA	NA
YNL167C	SKO1	6324162	NA	S000005111	ORF|Verified	150	36.57	1	0.42	1068	NA	NA	NA
YNL168C	YNL168C	6324161	NA	S000005112	ORF|Uncharacterized	67	16.93	NA	NA	NA	NA	NA	NA
YNL169C	PSD1	6324160	NA	S000005113	ORF|Verified	149	45.58	NA	NA	NA	NA	NA	NA
YNL170W	YNL170W	6324158	NA	S000005114	ORF|Dubious	39	8.69	NA	NA	NA	NA	NA	NA
YNL171C	YNL171C	6324159	NA	S000005115	ORF|Dubious	26	9.65	NA	NA	NA	NA	NA	NA
YNL172W	APC1	6324157	NA	S000005116	ORF|Verified	483	133.48	1	0.3	209	2	0.72	885
YNL173C	MDG1	6324156	NA	S000005117	ORF|Verified	141	38.75	2	0.25	1200	NA	NA	NA
YNL174W	YNL174W	6324154	NA	S000005118	ORF|Dubious	26	5.54	NA	NA	NA	NA	NA	NA
YNL175C	NOP13	6324155	NA	S000005119	ORF|Verified	194	45.15	NA	NA	NA	NA	NA	NA
YNL176C	YNL176C	6324153	NA	S000005120	ORF|Uncharacterized	77	20.94	NA	NA	NA	NA	NA	NA
YNL177C	YNL177C	6324152	NA	S000005121	ORF|Verified	129	32.12	NA	NA	NA	1	0.32	817
YNL178W	RPS3	6324151	NA	S000005122	ORF|Verified	97	25.81	53	1	190926	71	1	225559
YNL179C	YNL179C	6324150	NA	S000005123	ORF|Dubious	35	8.65	NA	NA	NA	NA	NA	NA
YNL180C	RHO5	6324149	NA	S000005124	ORF|Verified	110	33.26	NA	NA	NA	NA	NA	NA
YNL181W	YNL181W	6324148	NA	S000005125	ORF|Uncharacterized	161	41.26	NA	NA	NA	NA	NA	NA
YNL182C	YNL182C	6324147	NA	S000005126	ORF|Uncharacterized	139	43.09	NA	NA	NA	NA	NA	NA
YNL183C	NPR1	6324146	NA	S000005127	ORF|Verified	207	50.3	5	0.93	8595	NA	NA	NA
YNL184C	YNL184C	6324145	NA	S000005128	ORF|Dubious	48	12.41	NA	NA	NA	NA	NA	NA
YNL185C	MRPL19	6324144	NA	S000005129	ORF|Verified	61	18.24	NA	NA	NA	NA	NA	NA
YNL186W	UBP10	6324143	NA	S000005130	ORF|Verified	260	64.06	NA	NA	NA	NA	NA	NA
YNL187W	YNL187W	6324142	NA	S000005131	ORF|Uncharacterized	111	25.42	NA	NA	NA	NA	NA	NA
YNL188W	KAR1	6324141	NA	S000005132	ORF|Verified	179	43.52	NA	NA	NA	NA	NA	NA
YNL189W	SRP1	6324140	NA	S000005133	ORF|Verified	133	27.84	NA	NA	NA	NA	NA	NA
YNL190W	YNL190W	6324139	NA	S000005134	ORF|Uncharacterized	98	23.28	NA	NA	NA	NA	NA	NA
YNL191W	YNL191W	6324138	NA	S000005135	ORF|Uncharacterized	110	27.17	NA	NA	NA	NA	NA	NA
YNL192W	CHS1	6324137	NA	S000005136	ORF|Verified	263	67.38	NA	NA	NA	NA	NA	NA
YNL193W	YNL193W	6324136	NA	S000005137	ORF|Uncharacterized	142	34.77	NA	NA	NA	NA	NA	NA
YNL194C	YNL194C	6324135	NA	S000005138	ORF|Uncharacterized	84	19.63	NA	NA	NA	NA	NA	NA
YNL195C	YNL195C	6324134	NA	S000005139	ORF|Uncharacterized	67	18.27	NA	NA	NA	2	0.26	2334
YNL196C	SLZ1	6324133	NA	S000005140	ORF|Uncharacterized	122	17.41	NA	NA	NA	NA	NA	NA
YNL197C	WHI3	6324132	NA	S000005141	ORF|Verified	116	28.67	NA	NA	NA	NA	NA	NA
YNL198C	YNL198C	6324131	NA	S000005142	ORF|Dubious	45	10.6	NA	NA	NA	NA	NA	NA
YNL199C	GCR2	6324130	NA	S000005143	ORF|Verified	130	28.48	NA	NA	NA	NA	NA	NA
YNL200C	YNL200C	6324129	NA	S000005144	ORF|Uncharacterized	71	16.1	NA	NA	NA	NA	NA	NA
YNL201C	YNL201C	6324128	NA	S000005145	ORF|Uncharacterized	247	66.4	NA	NA	NA	NA	NA	NA
YNL202W	SPS19	6324126	NA	S000005146	ORF|Verified	95	17.79	NA	NA	NA	3	0.41	5669
YNL203C	YNL203C	6324127	NA	S000005147	ORF|Dubious	64	18.77	NA	NA	NA	NA	NA	NA
YNL204C	SPS18	6324125	NA	S000005148	ORF|Verified	104	26.67	NA	NA	NA	NA	NA	NA
YNL205C	YNL205C	6324124	NA	S000005149	ORF|Dubious	55	9.53	NA	NA	NA	NA	NA	NA
YNL206C	RTT106	6324123	NA	S000005150	ORF|Verified	135	38.72	NA	NA	NA	1	0.3	635
YNL207W	RIO2	6324122	NA	S000005151	ORF|Verified	148	37.1	NA	NA	NA	NA	NA	NA
YNL208W	YNL208W	6324121	NA	S000005152	ORF|Uncharacterized	64	17.66	NA	NA	NA	4	0.23	4272
YNL209W	SSB2	6324120	NA	S000005153	ORF|Verified	202	49.3	214	1	403594	203	1	337629
YNL210W	MER1	6324119	NA	S000005154	ORF|Verified	86	22.72	NA	NA	NA	NA	NA	NA
YNL211C	YNL211C	6324118	NA	S000005155	ORF|Uncharacterized	46	9.48	NA	NA	NA	NA	NA	NA
YNL212W	VID27	6324117	NA	S000005156	ORF|Verified	277	79.16	NA	NA	NA	NA	NA	NA
YNL213C	YNL213C	6324116	NA	S000005157	ORF|Uncharacterized	121	23.31	NA	NA	NA	NA	NA	NA
YNL214W	PEX17	6324115	NA	S000005158	ORF|Verified	60	19.63	NA	NA	NA	NA	NA	NA
YNL215W	IES2	6324114	NA	S000005159	ORF|Verified	131	24.58	1	0.22	832	NA	NA	NA
YNL216W	RAP1	6324113	NA	S000005160	ORF|Verified	224	60.44	16	0.28	6892	15	0.35	7122
YNL217W	YNL217W	6324112	NA	S000005161	ORF|Uncharacterized	107	22.99	NA	NA	NA	NA	NA	NA
YNL218W	MGS1	6324111	NA	S000005162	ORF|Verified	220	65.14	7	0.65	6494	NA	NA	NA
YNL219C	ALG9	6324110	NA	S000005163	ORF|Verified	120	29.64	NA	NA	NA	NA	NA	NA
YNL220W	ADE12	6324109	NA	S000005164	ORF|Verified	145	42.58	NA	NA	NA	25	1	48142
YNL221C	POP1	6324108	NA	S000005165	ORF|Verified	369	78.52	1	0.28	332	NA	NA	NA
YNL222W	SSU72	6324107	NA	S000005166	ORF|Verified	64	14.54	NA	NA	NA	NA	NA	NA
YNL223W	AUT2	6324106	NA	S000005167	ORF|Verified	106	29.86	NA	NA	NA	NA	NA	NA
YNL224C	YNL224C	6324105	NA	S000005168	ORF|Uncharacterized	274	59.88	1	0.32	497	NA	NA	NA
YNL225C	CNM67	6324104	NA	S000005169	ORF|Verified	231	60.28	NA	NA	NA	NA	NA	NA
YNL226W	YNL226W	6324102	NA	S000005170	ORF|Dubious	35	7.14	NA	NA	NA	NA	NA	NA
YNL227C	YNL227C	6324103	NA	S000005171	ORF|Uncharacterized	258	50.63	NA	NA	NA	NA	NA	NA
YNL228W	YNL228W	6324101	NA	S000005172	ORF|Dubious	31	5.99	NA	NA	NA	NA	NA	NA
YNL229C	URE2	6324100	NA	S000005173	ORF|Verified	83	21.43	NA	NA	NA	5	0.52	9948
YNL230C	ELA1	6324099	NA	S000005174	ORF|Verified	166	42.02	NA	NA	NA	NA	NA	NA
YNL231C	PDR16	6324098	NA	S000005175	ORF|Verified	136	43.34	NA	NA	NA	NA	NA	NA
YNL232W	CSL4	6324097	NA	S000005176	ORF|Verified	87	21.47	NA	NA	NA	NA	NA	NA
YNL233W	BNI4	6324096	NA	S000005177	ORF|Verified	279	74.85	NA	NA	NA	4	0.96	4207
YNL234W	YNL234W	6324095	NA	S000005178	ORF|Uncharacterized	129	35.06	NA	NA	NA	NA	NA	NA
YNL235C	YNL235C	6324094	NA	S000005179	ORF|Dubious	21	4.2	NA	NA	NA	NA	NA	NA
YNL236W	SIN4	6324093	NA	S000005180	ORF|Verified	277	77	NA	NA	NA	NA	NA	NA
YNL237W	YTP1	6324092	NA	S000005181	ORF|Verified	82	17.97	NA	NA	NA	NA	NA	NA
YNL238W	KEX2	6324091	NA	S000005182	ORF|Verified	178	45.57	NA	NA	NA	NA	NA	NA
YNL239W	LAP3	6324090	NA	S000005183	ORF|Verified	174	50.57	NA	NA	NA	NA	NA	NA
YNL240C	NAR1	6324089	NA	S000005184	ORF|Verified	133	32.96	NA	NA	NA	NA	NA	NA
YNL241C	ZWF1	6324088	NA	S000005185	ORF|Verified	176	56.34	4	0.94	6205	14	1	20375
YNL242W	APG2	6324087	NA	S000005186	ORF|Verified	460	127.37	1	0.26	190	NA	NA	NA
YNL243W	SLA2	6324086	NA	S000005187	ORF|Verified	257	69.31	3	0.84	3381	NA	NA	NA
YNL244C	SUI1	6324085	NA	S000005188	ORF|Verified	43	10.63	3	0.68	17843	1	0.43	3317
YNL245C	CWC25	6324084	NA	S000005189	ORF|Verified	86	20.23	NA	NA	NA	NA	NA	NA
YNL246W	VPS75	6324083	NA	S000005190	ORF|Verified	85	19.98	NA	NA	NA	NA	NA	NA
YNL247W	YNL247W	6324082	NA	S000005191	ORF|Uncharacterized	265	74.31	NA	NA	NA	NA	NA	NA
YNL248C	RPA49	6324081	NA	S000005192	ORF|Verified	165	40.27	NA	NA	NA	NA	NA	NA
YNL249C	MPA43	6324080	NA	S000005193	ORF|Verified	157	43.34	NA	NA	NA	NA	NA	NA
YNL250W	RAD50	6324079	NA	S000005194	ORF|Verified	560	148.43	NA	NA	NA	3	0.75	1243
YNL251C	NRD1	6324078	NA	S000005195	ORF|Verified	149	38.02	NA	NA	NA	NA	NA	NA
YNL252C	MRPL17	6324077	NA	S000005196	ORF|Verified	116	35.23	NA	NA	NA	NA	NA	NA
YNL253W	YNL253W	6324076	NA	S000005197	ORF|Verified	134	35.09	NA	NA	NA	NA	NA	NA
YNL254C	YNL254C	6324075	NA	S000005198	ORF|Uncharacterized	163	39.71	NA	NA	NA	NA	NA	NA
YNL255C	GIS2	6324074	NA	S000005199	ORF|Verified	58	10.33	NA	NA	NA	NA	NA	NA
YNL256W	FOL1	6324073	NA	S000005200	ORF|Verified	278	78.52	NA	NA	NA	NA	NA	NA
YNL257C	SIP3	6324072	NA	S000005201	ORF|Verified	479	127.18	26	1	19008	10	0.45	2901
YNL258C	DSL1	6324071	NA	S000005202	ORF|Verified	237	64.16	1	0.82	1188	NA	NA	NA
YNL259C	ATX1	6324070	NA	S000005203	ORF|Verified	30	5.8	NA	NA	NA	NA	NA	NA
YNL260C	YNL260C	6324069	NA	S000005204	ORF|Uncharacterized	85	18.61	NA	NA	NA	NA	NA	NA
